cat	dist	mean_occ	focc
negative	-1001	0.7098402704666615	NA
negative	-1000	0.7313035369486542	NA
negative	-999	0.7286466952376417	NA
negative	-998	0.7773543536469825	NA
negative	-997	0.7551700300315863	NA
negative	-996	0.7288187225689132	NA
negative	-995	0.7400027257047236	NA
negative	-994	0.7194440166938144	NA
negative	-993	0.7506022962860374	NA
negative	-992	0.7703541940607286	NA
negative	-991	0.7325193211246697	NA
negative	-990	0.7139720184512597	NA
negative	-989	0.7433488834937152	NA
negative	-988	0.7363178993146484	NA
negative	-987	0.7597139142436463	NA
negative	-986	0.7433975706361049	NA
negative	-985	0.7226954946693673	NA
negative	-984	0.690273867987945	NA
negative	-983	0.7229698953379514	NA
negative	-982	0.7728148214769078	NA
negative	-981	0.7401033654656128	NA
negative	-980	0.7469595789596819	NA
negative	-979	0.7496784729308644	NA
negative	-978	0.7113461483912616	NA
negative	-977	0.7177517399305671	0.7322361813342171
negative	-976	0.744794115472704	0.7327929338303588
negative	-975	0.7298870643925219	0.7326649461948067
negative	-974	0.7156429898537433	0.7327272634039629
negative	-973	0.7359447292153843	0.7322294344924823
negative	-972	0.7446772656000231	0.7316645133999
negative	-971	0.7210554722437296	0.7311419428684139
negative	-970	0.6904603047926783	0.7305705122044205
negative	-969	0.6770767596753532	0.7306740223204286
negative	-968	0.7133569638997045	0.7299528117098748
negative	-967	0.7415210671961472	0.7293876021464901
negative	-966	0.7238801987282183	0.7300477334871778
negative	-965	0.7148076197993917	0.7313100501205015
negative	-964	0.7175724571260264	0.7316662223396965
negative	-963	0.7554229236309477	0.7307681360095857
negative	-962	0.7683900568640554	0.7294008224384062
negative	-961	0.7288116462426693	0.7298306924424628
negative	-960	0.7195356852030392	0.7300016568209945
negative	-959	0.6984723313552753	0.7309107974604717
negative	-958	0.6997461893598617	0.7317586072161697
negative	-957	0.7365614390492886	0.7314049137903359
negative	-956	0.7457897602373137	0.7316303971204376
negative	-955	0.7380444943681167	0.7310161562772949
negative	-954	0.7397300536866972	0.7307867222283753
negative	-953	0.7290066135555973	0.7315741262037426
negative	-952	0.7662210311024157	0.7321240433630224
negative	-951	0.737677895273748	0.731813150063975
negative	-950	0.7249041551710438	0.73241186962406
negative	-949	0.7317625556954521	0.7328105841580107
negative	-948	0.7524629080729542	0.7325003849521656
negative	-947	0.72692397540247	0.7322811220579579
negative	-946	0.7026901959946056	0.7317926793652104
negative	-945	0.7114311925050509	0.7314914829006964
negative	-944	0.7246195224942155	0.7320417564872465
negative	-943	0.7145417657583564	0.7321341038268129
negative	-942	0.7420937158914891	0.7316792569576943
negative	-941	0.7655258881590528	0.7312824555039801
negative	-940	0.777087850117446	0.7312340466169062
negative	-939	0.7611574944534635	0.7311525248125053
negative	-938	0.6914135828091091	0.7305074311127355
negative	-937	0.6913482356846721	0.7291166824632265
negative	-936	0.7648910708389357	0.7281040314520026
negative	-935	0.7312437135959546	0.7285534320969611
negative	-934	0.7357308999618113	0.729848615808626
negative	-933	0.7653603831228508	0.731115938880238
negative	-932	0.7551301501852196	0.7314349763684429
negative	-931	0.7513775319707042	0.7315567456107188
negative	-930	0.7162475368025424	0.7314823890325697
negative	-929	0.7382067704848897	0.7308085249301479
negative	-928	0.7507163471596321	0.7300306862518217
negative	-927	0.7452475978945592	0.7286910606283754
negative	-926	0.7292494505203339	0.7276393240526137
negative	-925	0.7598230423967715	0.7283523618646518
negative	-924	0.7355787165512766	0.7285847813668078
negative	-923	0.7204347689231262	0.72824777181816
negative	-922	0.733714120889642	0.7285204052718756
negative	-921	0.6966333376063482	0.72868668753164
negative	-920	0.6754004815669822	0.7276694223429775
negative	-919	0.7045904390028499	0.7270111600824761
negative	-918	0.7179743308780315	0.7262727080183741
negative	-917	0.7187787237402121	0.7247767130027186
negative	-916	0.7040401260425047	0.7235450828743282
negative	-915	0.7123871754456953	0.7224251382644367
negative	-914	0.7134963669059767	0.7212493325323669
negative	-913	0.7231682386424567	0.7214998376428823
negative	-912	0.6988526243886038	0.7216122724461763
negative	-911	0.6781790956814783	0.7199270975629873
negative	-910	0.7420057174509657	0.7184721226685469
negative	-909	0.7632315169385163	0.7181563923362644
negative	-908	0.7631123429404608	0.7172080191319992
negative	-907	0.7525133134595401	0.7164753475605272
negative	-906	0.7518782223511083	0.7159887142078866
negative	-905	0.7343266654606654	0.7155614588986687
negative	-904	0.7060368485656098	0.7156262481711282
negative	-903	0.6901146796392881	0.7151959320504316
negative	-902	0.6992397499301042	0.7148913667532832
negative	-901	0.6850910664856623	0.7142657888587114
negative	-900	0.7605560457729513	0.7134805505574294
negative	-899	0.7433835308032587	0.7125322592085156
negative	-898	0.7356124306405618	0.7116017902644933
negative	-897	0.7405556480882439	0.7113863056710996
negative	-896	0.7110043089828313	0.711998251137365
negative	-895	0.6605679330719271	0.7130489586014193
negative	-894	0.6917064094691502	0.7137921723782312
negative	-893	0.6776191625532543	0.71409207953934
negative	-892	0.6672939651087213	0.7138783805644077
negative	-891	0.7039443817395301	0.7135940052281381
negative	-890	0.7210906196228736	0.7137181735098302
negative	-889	0.7023672078499767	0.7136965240083633
negative	-888	0.7039388383348781	0.7133838046302031
negative	-887	0.6969699758493777	0.7136730951372224
negative	-886	0.6806323266794871	0.714562359700816
negative	-885	0.6584949688739262	0.7137365852005155
negative	-884	0.7199443833476866	0.7121693423299537
negative	-883	0.7179417229095941	0.711106074873799
negative	-882	0.7184965716116201	0.7099363345674109
negative	-881	0.7270458643386738	0.7090046574261539
negative	-880	0.6948847713416475	0.7088775793098371
negative	-879	0.7414462341078613	0.7094927331869324
negative	-878	0.7292005411248065	0.7105519121376627
negative	-877	0.7300193330371445	0.7111859916440417
negative	-876	0.6979705557917429	0.7112675933558951
negative	-875	0.72056112733268185	0.7095980199668493
negative	-874	0.6881641491055823	0.7087789269870008
negative	-873	0.6739113217220101	0.7087206182177916
negative	-872	0.7229398912199613	0.7081343597502745
negative	-871	0.727230610919628	0.7084406339415369
negative	-870	0.7279358547696905	0.7101197939460933
negative	-869	0.7417511278434471	0.7112069034716082
negative	-868	0.7329696889334665	0.7119585204407801
negative	-867	0.7080937749936019	0.7129356985446481
negative	-866	0.6898213592290279	0.7125706612385472
negative	-865	0.7185955895303054	0.7117338957570521
negative	-864	0.7124138918326347	0.7114579528191698
negative	-863	0.7075322697344528	0.7116785656001635
negative	-862	0.7133171497395728	0.7120363782252117
negative	-861	0.7226423238611602	0.7123166770592555
negative	-860	0.7007169924359374	0.7133572257444746
negative	-859	0.6848693734104322	0.7128357138889116
negative	-858	0.7099489701327235	0.7123914162909467
negative	-857	0.6940262981401408	0.7117564919599088
negative	-856	0.7052943652882625	0.7112877208981923
negative	-855	0.7279727596448186	0.7119163350318775
negative	-854	0.736794542420376	0.7111346441881884
negative	-853	0.7430736271757988	0.7107312968460922
negative	-852	0.7309437252490633	0.7097987642826024
negative	-851	0.6891711520783314	0.7098268549935479
negative	-850	0.6770773763206609	0.7101273457093202
negative	-849	0.7024288818108283	0.71067464732942
negative	-848	0.7326969921801068	0.7115617447352838
negative	-847	0.7112427247123866	0.7119496433864172
negative	-846	0.7263180185459561	0.7116639077829916
negative	-845	0.7445259332997414	0.7108487261311588
negative	-844	0.7460618857448907	0.7102023253891416
negative	-843	0.7152000110118539	0.7104777419247548
negative	-842	0.716152870302117	0.711247463060353
negative	-841	0.6856925164344885	0.7122105878455826
negative	-840	0.679252345548125	0.7123684841556208
negative	-839	0.6885700609558527	0.7124647485778661
negative	-838	0.7149694773845622	0.7129594364950995
negative	-837	0.7148606071017896	0.7134546321116543
negative	-836	0.6946472683816745	0.7126299376224422
negative	-835	0.7105224031348821	0.7128218108882879
negative	-834	0.6938687905695372	0.7147850435345662
negative	-833	0.6957268430113475	0.714952270157278
negative	-832	0.6867503550597127	0.7149125748894263
negative	-831	0.7036073112528477	0.7153340045718675
negative	-830	0.7263154780259111	0.7146046363969547
negative	-829	0.7023616919234081	0.7133167063647836
