D001_PyHCA	81.25348530391851
D002_Predisorder	80.45468006418689
D003_IUPred2A-long	87.65692368374522
D004_IUPred2A-short	88.34242345932566
D005_IUPred-long	87.54949855076408
D006_IUPred-short	88.14688312218487
D007_FoldUnfold	78.977703836221
D008_IsUnstruct	83.26374059818016
D009_GlobPlot	81.74030780954455
D010_DisPredict-2	73.41104144281381
D011_DISOPRED-3.1	89.4692817213661
D013_fIDPln	86.37297172313426
D014_fIDPnn	86.50558328686262
D015_VSL2B	76.65029188836121
D016_DisEMBL-HL	70.06273218392369
D017_DisEMBL-465	85.52397022602636
D018_ESpritz-D	84.74764244015948
D019_ESpritz-N	83.46374188632004
D020_ESpritz-X	88.58165389796835
D021_MobiDB-lite	89.37907384979657
D022_S2D-1	53.48973287792399
D023_S2D-2	55.74591424333556
D024_DisoMine	84.6258993784258
D025_RawMSA	88.54440107177346
D026_AUCpreD	90.87986009267483
D027_AUCpreD-np	90.43700610693253
D028_SPOT-Disorder1	91.00453141371943
D029_SPOT-Disorder2	91.53803560457231
D030_SPOT-Disorder-Single	91.07626185003332
D031_JRONN	79.85425993713173
D032_DFLpred	75.5335065217687
D033_DynaMine	83.5644399689741
