P0CG20	123	226	QSGNTP_LCD	fraction_aromatic:0.057692307692307696	FCR:0.1346153846153846	fraction_aliphatic:0.23076923076923078	fraction_polar:0.3269230769230769	fraction_proline:0.20192307692307693	IDR_overlap:True
Q9ULL5	4	185	QSGNTP_LCD	fraction_aromatic:0.08791208791208792	FCR:0.08791208791208792	fraction_aliphatic:0.25824175824175827	fraction_polar:0.38461538461538464	fraction_proline:0.13186813186813187	IDR_overlap:True
Q9ULL5	260	636	QSGNTP_LCD	fraction_aromatic:0.058355437665782495	FCR:0.08753315649867374	fraction_aliphatic:0.22281167108753316	fraction_polar:0.4297082228116711	fraction_proline:0.16976127320954906	IDR_overlap:True	PLD_overlap:True
Q9ULL5	731	849	QSGNTP_LCD	fraction_aromatic:0.01680672268907563	FCR:0.1092436974789916	fraction_aliphatic:0.2689075630252101	fraction_polar:0.2773109243697479	fraction_proline:0.29411764705882354	IDR_overlap:True
Q9ULL5	856	1077	QSGNTP_LCD	fraction_aromatic:0.04954954954954955	FCR:0.19369369369369369	fraction_aliphatic:0.21621621621621623	fraction_polar:0.27927927927927926	fraction_proline:0.23873873873873874	IDR_overlap:True
Q9ULL5	1373	1545	QSGNTP_LCD	fraction_aromatic:0.005780346820809248	FCR:0.14450867052023122	fraction_aliphatic:0.23699421965317918	fraction_polar:0.2138728323699422	fraction_proline:0.3988439306358382	IDR_overlap:True
Q6NWY9	3	124	QSGNTP_LCD	fraction_aromatic:0.05737704918032787	FCR:0.09016393442622951	fraction_aliphatic:0.3360655737704918	fraction_polar:0.20491803278688525	fraction_proline:0.30327868852459017	IDR_overlap:True
Q8NHV9	4	120	QSGNTP_LCD	fraction_aromatic:0.03418803418803419	FCR:0.1794871794871795	fraction_aliphatic:0.24786324786324787	fraction_polar:0.38461538461538464	fraction_proline:0.11965811965811966	IDR_overlap:True
Q9HCK4	442	553	QSGNTP_LCD	fraction_aromatic:0.0625	FCR:0.16964285714285715	fraction_aliphatic:0.23214285714285715	fraction_polar:0.42857142857142855	fraction_proline:0.09821428571428571
Q9HCK4	889	1007	QSGNTP_LCD	fraction_aromatic:0.08403361344537816	FCR:0.1092436974789916	fraction_aliphatic:0.23529411764705882	fraction_polar:0.4789915966386555	fraction_proline:0.08403361344537816	IDR_overlap:True
Q06190	610	734	QSGNTP_LCD	fraction_aromatic:0.024	FCR:0.184	fraction_aliphatic:0.256	fraction_polar:0.368	fraction_proline:0.136	IDR_overlap:True
Q3SX64	2	214	QSGNTP_LCD	fraction_aromatic:0.06572769953051644	FCR:0.17370892018779344	fraction_aliphatic:0.22535211267605634	fraction_polar:0.3286384976525822	fraction_proline:0.17370892018779344	IDR_overlap:True
Q8NDF8	392	556	QSGNTP_LCD	fraction_aromatic:0.05454545454545454	FCR:0.17575757575757575	fraction_aliphatic:0.17575757575757575	fraction_polar:0.49696969696969695	fraction_proline:0.048484848484848485	IDR_overlap:True
P57723	173	383	QSGNTP_LCD	fraction_aromatic:0.052132701421800945	FCR:0.08530805687203792	fraction_aliphatic:0.33175355450236965	fraction_polar:0.36492890995260663	fraction_proline:0.13744075829383887	IDR_overlap:True
Q96QU1	1641	1881	QSGNTP_LCD	fraction_aromatic:0.04979253112033195	FCR:0.12863070539419086	fraction_aliphatic:0.22406639004149378	fraction_polar:0.2863070539419087	fraction_proline:0.25311203319502074	IDR_overlap:True
Q53GL7	280	399	QSGNTP_LCD	fraction_aromatic:0.0	FCR:0.125	fraction_aliphatic:0.275	fraction_polar:0.5166666666666667	fraction_proline:0.075	IDR_overlap:True
Q8IYJ0	65	187	QSGNTP_LCD	fraction_aromatic:0.08130081300813008	FCR:0.17073170731707318	fraction_aliphatic:0.22764227642276422	fraction_polar:0.3333333333333333	fraction_proline:0.17073170731707318	IDR_overlap:True
Q9UKM9	184	288	QSGNTP_LCD	fraction_aromatic:0.0	FCR:0.23809523809523808	fraction_aliphatic:0.2	fraction_polar:0.5047619047619047	fraction_proline:0.047619047619047616	IDR_overlap:True
A1A4S6	623	730	QSGNTP_LCD	fraction_aromatic:0.05555555555555555	FCR:0.12962962962962962	fraction_aliphatic:0.18518518518518517	fraction_polar:0.4351851851851852	fraction_proline:0.18518518518518517	IDR_overlap:True
Q6ZS17	468	770	QSGNTP_LCD	fraction_aromatic:0.009900990099009901	FCR:0.06930693069306931	fraction_aliphatic:0.18151815181518152	fraction_polar:0.46864686468646866	fraction_proline:0.19801980198019803	IDR_overlap:True	q:True
Q9Y6N7	926	1227	QSGNTP_LCD	fraction_aromatic:0.0728476821192053	FCR:0.16556291390728478	fraction_aliphatic:0.1986754966887417	fraction_polar:0.4304635761589404	fraction_proline:0.09933774834437085	IDR_overlap:True
Q13151	175	304	QSGNTP_LCD	fraction_aromatic:0.12307692307692308	FCR:0.11538461538461539	fraction_aliphatic:0.03076923076923077	fraction_polar:0.7	fraction_proline:0.023076923076923078	IDR_overlap:True	PLD_overlap:True	aromatic_polar_lcds:True	charged_polar_lcds:True
Q9BUL9	90	198	QSGNTP_LCD	fraction_aromatic:0.027522935779816515	FCR:0.1926605504587156	fraction_aliphatic:0.25688073394495414	fraction_polar:0.3302752293577982	fraction_proline:0.1743119266055046	IDR_overlap:True
Q8IUC0	2	169	QSGNTP_LCD	fraction_aromatic:0.13095238095238096	FCR:0.07738095238095238	fraction_aliphatic:0.10119047619047619	fraction_polar:0.5	fraction_proline:0.05952380952380952	IDR_overlap:True	aromatic_polar_lcds:True
