A5A615	1	31	IDR
P02929	1	163	IDR
P04949	1	45	IDR
P04949	266	293	IDR
P05458	1	25	IDR
P08191	1	23	IDR
P09557	1	15	IDR
P0A6E4	427	447	IDR
P0A705	1	304	IDR
P0A7L0	215	234	IDR
P0A7S3	1	24	IDR
P0A7X3	1	13	IDR
P0AAA3	1	22	IDR
P0ABF1	1	26	IDR
P0ABF1	431	465	IDR
P0ACH5	107	127	IDR
P0AD72	1	15	IDR
P0ADY1	396	416	IDR
P0AEE3	1	34	IDR
P0AFB1	1	24	IDR
P27434	1	13	IDR
P27434	83	108	IDR
P27434	146	250	IDR
P31130	1	34	IDR
P31658	1	16	IDR
P31677	1	50	IDR
P31677	459	474	IDR
P37024	791	809	IDR
P37659	160	201	IDR
P37690	1	14	IDR
P37690	263	296	IDR
P42591	1	40	IDR
P45464	1	35	IDR
P45464	284	361	IDR
P51024	156	179	IDR
P75672	210	240	IDR
P75736	1	14	IDR
P76190	1	110	IDR
P76222	1	25	IDR
P76471	1	21	IDR
P76630	1	14	IDR
P77162	1	23	IDR
P77196	1	24	IDR
P77196	183	233	IDR
P77196	861	881	IDR
P77463	1	16	IDR
P77747	177	189	IDR
P0A8G0	538	562	IDR
P0AAZ0	1	14	IDR
P0AD65	620	633	IDR
P0AEE1	1	43	IDR
P0AEX9	1	14	IDR
P0DSE3	1	15	IDR
P0DSH1	1	23	IDR
P0DV20	1	18	IDR
P13445	1	46	IDR
P13445	240	253	IDR
P23873	74	88	IDR
P25748	326	346	IDR
P26266	1	22	IDR
P31600	1	28	IDR
P31828	1	23	IDR
P31828	732	754	IDR
P33225	1	42	IDR
P37902	1	27	IDR
P39349	50	119	IDR
P45565	1	33	IDR
P45761	146	195	IDR
P52067	1	19	IDR
P63235	471	511	IDR
P64426	1	56	IDR
P75937	125	168	IDR
P76186	338	352	IDR
P76235	1	117	IDR
Q47689	455	467	IDR
A0A385XJL2	1	48	IDR
P00363	575	602	IDR
P07762	685	728	IDR
P09835	453	465	IDR
P0A7V8	1	16	IDR
P0A855	1	23	IDR
P0A8R4	56	72	IDR
P0A9Q7	870	891	IDR
P0AEZ3	1	16	IDR
P0C960	1	22	IDR
P0CF91	358	370	IDR
P0CF92	358	370	IDR
P0CF93	358	370	IDR
P0DPO1	1	31	IDR
P0DSE4	1	31	IDR
P0DSG2	1	47	IDR
P16692	1	13	IDR
P21499	1	14	IDR
P21499	725	813	IDR
P22729	408	425	IDR
P28635	1	25	IDR
P28905	66	82	IDR
P32151	1	67	IDR
P37180	379	392	IDR
P37639	239	274	IDR
P39285	1	38	IDR
P39285	90	103	IDR
P39285	161	173	IDR
P39285	745	768	IDR
P39285	1085	1107	IDR
P71296	1	39	IDR
P75938	1	68	IDR
P76000	1	16	IDR
P76037	1	13	IDR
P76108	1	24	IDR
P76122	1	111	IDR
P76318	188	222	IDR
P76425	122	159	IDR
A5A612	1	61	IDR
P04994	442	456	IDR
P07648	281	294	IDR
P0A7V3	215	233	IDR
P0A905	1	23	IDR
P0A905	78	95	IDR
P0A912	1	56	IDR
P0A9Q5	283	304	IDR
P0ACS2	125	154	IDR
P0AFV4	1	52	IDR
P0CB62	1	16	IDR
P0CF54	287	301	IDR
P0CF57	287	301	IDR
P0CF58	287	301	IDR
P0CF53	287	301	IDR
P0CF55	287	301	IDR
P0CF56	287	301	IDR
P0DPP8	1	26	IDR
P0DSF2	1	22	IDR
P0DSH9	1	22	IDR
P16869	1	78	IDR
P21177	715	729	IDR
P33013	1	22	IDR
P39351	1	109	IDR
P42910	246	267	IDR
P64570	1	71	IDR
P75676	1	15	IDR
P75780	1	67	IDR
P75952	1	13	IDR
P76245	326	341	IDR
P76261	512	532	IDR
P76397	1	64	IDR
P76397	390	415	IDR
P76573	60	96	IDR
P76573	144	179	IDR
P77188	1	38	IDR
P07017	274	340	IDR
P07017	516	553	IDR
P08189	1	22	IDR
P09348	283	295	IDR
P09372	1	38	IDR
P09551	1	20	IDR
