0,9
1,10
2,48
3,71
4,72
5,77
6,178
7,179
8,182
9,330
10,367
11,373
12,374
13,375
14,376
15,377
16,378
17,379
18,380
19,381
20,382
21,383
22,384
23,385
24,386
25,387
26,388
27,389
28,390
29,391
30,392
31,393
32,394
33,395
34,396
35,397
36,398
37,399
38,400
39,401
40,402
41,403
42,404
43,405
44,406
45,407
46,408
47,409
48,410
49,411
50,412
51,413
52,414
53,415
54,416
55,417
56,418
57,419
58,420
59,421
60,422
61,423
62,424
63,425
64,426
65,427
66,428
67,429
68,430
69,431
70,432
71,433
72,434
73,435
74,436
75,437
76,438
77,439
78,440
79,441
80,442
81,443
82,444
83,445
84,446
85,447
86,448
87,449
88,450
89,451
90,452
91,453
92,454
93,455
94,456
95,457
96,458
97,459
98,460
99,461
100,462
101,463
102,464
103,465
104,466
105,467
106,468
107,469
108,470
109,471
110,472
111,473
112,474
113,475
114,476
115,477
116,478
117,479
118,480
119,481
120,482
121,483
122,484
123,485
124,486
125,487
126,488
127,489
128,490
129,491
130,492
131,493
132,494
133,495
134,496
135,497
136,498
137,499
138,500
139,501
140,502
141,503
142,504
143,505
144,506
145,507
146,508
147,509
148,510
149,511
150,512
151,513
152,514
153,515
154,516
155,517
156,518
157,519
158,520
159,521
160,522
161,523
162,524
163,525
164,526
165,527
166,528
167,529
168,530
169,531
170,532
171,533
172,534
173,535
174,536
175,537
176,538
177,539
178,540
179,541
180,542
181,543
182,544
183,545
184,546
185,547
186,548
187,549
188,550
189,551
190,552
191,553
192,554
193,555
194,556
195,557
196,558
197,559
198,560
199,561
200,562
201,563
202,564
203,565
204,566
205,567
206,568
207,569
208,570
209,571
210,572
211,573
212,574
213,575
214,576
215,577
216,578
217,579
218,580
219,581
220,582
221,583
222,584
223,585
224,586
225,587
226,588
227,589
228,590
229,591
230,592
231,593
232,594
233,595
234,596
235,597
236,598
237,599
238,600
239,601
240,602
241,603
242,604
243,605
244,606
245,607
246,608
247,609
248,610
249,611
250,612
251,613
252,614
253,615
254,616
255,617
256,618
257,619
258,620
259,621
260,622
261,623
262,624
263,625
264,626
265,627
266,628
267,629
268,630
269,631
270,632
271,633
272,634
273,635
274,636
275,637
276,638
277,639
278,640
279,641
280,642
281,643
282,644
283,645
284,646
285,647
286,648
287,649
288,650
289,651
290,652
291,653
292,654
293,655
294,656
295,657
296,658
297,659
298,660
299,661
300,662
301,663
302,664
303,665
304,666
305,667
306,668
307,669
308,670
309,671
310,672
311,673
312,674
313,675
314,676
315,677
316,678
317,679
318,680
319,681
320,682
321,683
322,684
323,685
324,686
325,687
326,688
327,689
328,690
329,691
330,692
331,693
332,694
333,695
334,696
335,697
336,698
337,699
338,700
339,701
340,702
341,703
342,704
343,705
344,706
345,707
346,708
347,709
348,710
349,711
350,712
351,713
352,714
353,715
354,716
355,717
356,718
357,719
358,720
359,721
360,722
361,723
362,724
363,725
364,726
365,727
366,728
367,729
368,730
369,731
370,732
371,733
372,734
373,735
374,736
375,737
376,738
377,739
378,740
379,741
380,742
381,743
382,744
383,745
384,746
385,747
386,748
387,749
388,750
389,751
390,752
391,753
392,754
393,755
394,756
395,757
396,758
397,759
398,760
399,761
400,762
401,763
402,764
403,765
404,766
405,767
406,768
407,769
408,770
409,771
410,772
411,773
412,774
413,775
414,776
415,777
416,778
417,779
418,780
419,781
420,782
421,783
422,784
423,785
424,786
425,787
426,788
427,789
428,790
429,791
430,792
431,793
432,794
433,795
434,796
435,797
436,798
437,799
438,800
439,801
440,802
441,803
442,804
443,805
444,806
445,807
446,808
447,809
448,810
449,811
450,812
451,813
452,814
453,815
454,816
455,817
456,818
457,819
458,820
459,821
460,822
461,823
462,824
463,825
464,826
465,827
466,828
467,829
468,830
469,831
470,832
471,833
472,834
473,835
474,836
475,837
476,838
477,839
478,840
479,841
480,842
481,843
482,844
483,845
484,846
485,847
486,848
487,849
488,850
489,851
490,852
491,853
492,854
493,883
494,897
495,898
496,922
497,923
498,944
499,945
500,953
501,954
502,955
503,957
504,976
505,977
506,978
507,979
508,989
509,1042
510,1043
511,1044
512,1046
513,1095
514,1114
515,1115
516,1116
517,1117
518,1118
519,1119
520,1120
521,1121
522,1122
523,1123
524,1124
525,1125
526,1126
527,1127
528,1128
529,1129
530,1130
531,1131
532,1132
533,1133
534,1134
535,1135
536,1136
537,1137
538,1138
539,1139
540,1140
541,1141
542,1142
543,1143
544,1144
545,1145
546,1146
547,1147
548,1148
549,1149
550,1150
551,1151
552,1152
553,1153
554,1154
555,1155
556,1156
557,1157
558,1158
559,1159
560,1160
561,1161
562,1162
563,1163
564,1164
565,1165
566,1166
567,1167
568,1168
569,1169
570,1170
571,1171
572,1172
573,1173
574,1174
575,1175
576,1176
577,1177
578,1178
579,1179
580,1180
581,1181
582,1182
583,1183
584,1184
585,1185
586,1186
587,1187
588,1188
589,1189
590,1190
591,1191
592,1192
593,1193
594,1194
595,1195
596,1196
597,1197
598,1198
599,1199
600,1200
601,1201
602,1202
603,1203
604,1204
605,1205
606,1206
607,1207
608,1208
609,1209
610,1210
611,1211
612,1212
613,1213
614,1214
615,1215
616,1216
617,1217
618,1218
619,1219
620,1220
621,1221
622,1222
623,1223
624,1224
625,1225
626,1226
627,1227
628,1228
629,1229
630,1230
631,1231
632,1232
633,1233
634,1234
635,1235
636,1236
637,1237
638,1238
639,1239
640,1240
641,1241
642,1242
643,1243
644,1244
645,1245
646,1246
647,1247
648,1248
649,1249
650,1250
651,1251
652,1252
653,1253
654,1254
655,1255
656,1256
657,1257
658,1258
659,1259
660,1260
661,1261
662,1262
663,1263
664,1264
665,1265
666,1266
667,1267
668,1268
669,1269
670,1270
671,1271
672,1272
673,1273
674,1274
675,1275
676,1276
677,1277
678,1278
679,1279
680,1280
681,1281
682,1282
683,1283
684,1284
685,1285
686,1286
687,1287
688,1288
689,1289
690,1290
691,1291
692,1292
693,1293
694,1294
695,1295
696,1296
697,1297
698,1298
699,1299
700,1300
701,1301
702,1302
703,1303
704,1304
705,1305
706,1306
707,1307
708,1308
709,1309
710,1310
711,1311
712,1312
713,1313
714,1314
715,1315
716,1316
717,1317
718,1318
719,1319
720,1320
721,1321
722,1322
723,1323
724,1324
725,1325
726,1326
727,1327
728,1328
729,1329
730,1330
731,1331
732,1332
733,1333
734,1334
735,1335
736,1336
737,1337
738,1338
739,1339
740,1340
741,1341
742,1342
743,1343
744,1344
745,1345
746,1346
747,1347
748,1348
749,1349
750,1350
751,1351
752,1352
753,1353
754,1354
755,1355
756,1356
757,1357
758,1358
759,1359
760,1360
761,1361
762,1362
763,1363
764,1364
765,1365
766,1366
767,1367
768,1368
769,1369
770,1370
771,1371
772,1372
773,1373
774,1374
775,1375
776,1376
777,1377
778,1378
779,1379
780,1380
781,1381
782,1382
783,1383
784,1384
785,1385
786,1386
787,1387
788,1388
789,1389
790,1390
791,1391
792,1392
793,1393
794,1394
795,1395
796,1396
797,1397
798,1398
799,1399
800,1400
801,1401
802,1402
803,1403
804,1404
805,1405
806,1406
807,1407
808,1408
809,1409
810,1410
811,1411
812,1412
813,1413
814,1414
815,1415
816,1416
817,1417
818,1418
819,1419
820,1420
821,1421
822,1422
823,1423
824,1424
825,1425
826,1426
827,1427
828,1428
829,1429
830,1430
831,1431
832,1432
833,1433
834,1434
835,1435
836,1436
837,1437
838,1438
839,1439
840,1440
841,1441
842,1442
843,1443
844,1444
845,1445
846,1446
847,1447
848,1448
849,1449
850,1450
851,1451
852,1452
853,1453
854,1454
855,1455
856,1456
857,1457
858,1458
859,1459
860,1460
861,1461
862,1462
863,1463
864,1464
865,1465
866,1466
867,1467
868,1468
869,1469
870,1470
871,1471
872,1472
873,1473
874,1474
875,1475
876,1476
877,1477
878,1478
879,1479
880,1480
881,1481
882,1482
883,1483
884,1484
885,1485
886,1486
887,1487
888,1488
889,1489
890,1490
891,1491
892,1492
893,1493
894,1494
895,1495
896,1496
897,1497
898,1498
899,1499
900,1500
901,1501
902,1502
903,1503
904,1504
905,1505
906,1506
907,1507
908,1508
909,1509
910,1510
911,1511
912,1512
913,1513
914,1514
915,1515
916,1516
917,1517
918,1518
919,1519
920,1520
921,1521
922,1522
923,1523
924,1524
925,1525
926,1526
927,1527
928,1528
929,1529
930,1530
931,1531
932,1532
933,1533
934,1534
935,1535
936,1536
937,1537
938,1538
939,1539
940,1540
941,1541
942,1542
943,1543
944,1544
945,1545
946,1546
947,1547
948,1548
949,1549
950,1550
951,1551
952,1552
953,1553
954,1554
955,1555
956,1556
957,1557
958,1558
959,1559
960,1560
961,1561
962,1562
963,1563
964,1564
965,1565
966,1566
967,1567
968,1568
969,1569
970,1570
971,1571
972,1572
973,1573
974,1574
975,1575
976,1576
977,1577
978,1578
979,1579
980,1580
981,1581
982,1582
983,1583
984,1584
985,1585
986,1586
987,1587
988,1588
989,1589
990,1590
991,1591
992,1592
993,1593
994,1594
