#File Plotted Below: a1_lcd_clean.dat,,,,,,,,,,
,,,,,,,,,,
    #Fit from 0.01-0.15 with polymer MFF,,,,,,,,,,
#Initial search parameter for I0 = 38.7901,,,,,,,,,,
#Initial search parameter for Rg = 30.000000000000004,,,,,,,,,,
#Initial search parameter for nu = 0.499880565034448,,,,,,,,,,
#BestFit for I0 = 41.92816 +- 0.18153,,,,,,,,,,
#BestFit for I(0)/I0 = 1.00000 +- 0.00433,,,,,,,,,,
#BestFit for Rg = 27.26066 +- 0.16034,,,,,,,,,,
#BestFit for nu = 0.44670 +- 0.00612,,,,,,,,,,
#BestFit reduced chisquared = 0.12745,,,,,,,,,,
#-------------,,,,,,,,,,
#-------------,,,,,,,,,,
,,,,,,,,,,
    #q,I(q),Error,fit,I(q)/I0,Error/I0,fit/I0,qRg,((qRg)^2)I(q)/I0,((qRg)^2)*Error/I0,((qRg)^2)*fit/I0
0.00535,17.605,61.777,41.65937,0.41988,1.4734,0.99359,0.1459,0.00894,0.03136,0.02115
0.00565,28.275,49.516,41.62361,0.67437,1.18097,0.99274,0.15405,0.016,0.02803,0.02356
0.00595,68.977,43.301,41.58577,1.64512,1.03274,0.99183,0.1622,0.04328,0.02717,0.0261
0.00625,34.444,32.54,41.54589,0.8215,0.77609,0.99088,0.17035,0.02384,0.02252,0.02876
0.00655,29.539,27.003,41.50398,0.70451,0.64403,0.98988,0.17851,0.02245,0.02052,0.03154
0.00685,24.394,23.757,41.46005,0.5818,0.56661,0.98884,0.18666,0.02027,0.01974,0.03445
0.00715,34.314,22.52,41.41412,0.8184,0.53711,0.98774,0.19481,0.03106,0.02038,0.03749
0.00745,40.169,20.405,41.36623,0.95804,0.48667,0.9866,0.20296,0.03946,0.02005,0.04064
0.00774,27.691,18.388,41.3164,0.66044,0.43856,0.98541,0.21111,0.02943,0.01955,0.04392
0.00804,31.269,17.442,41.2646,0.74578,0.416,0.98417,0.21926,0.03585,0.02,0.04732
0.00834,36.98,15.728,41.21092,0.88198,0.37512,0.98289,0.22741,0.04561,0.0194,0.05083
0.00864,38.388,14.877,41.15531,0.91557,0.35482,0.98157,0.23556,0.05081,0.01969,0.05447
0.00894,39.867,13.59,41.09785,0.95084,0.32413,0.9802,0.24372,0.05648,0.01925,0.05822
0.00924,42.398,12.862,41.03853,1.01121,0.30676,0.97878,0.25187,0.06415,0.01946,0.06209
0.00954,38.326,12.12,40.97737,0.91409,0.28907,0.97732,0.26002,0.0618,0.01954,0.06608
0.00984,43.717,11.097,40.91439,1.04266,0.26467,0.97582,0.26817,0.07498,0.01903,0.07018
0.01014,41.398,10.732,40.84966,0.98736,0.25596,0.97428,0.27631,0.07538,0.01954,0.07439
0.01043,34.447,9.8516,40.7831,0.82157,0.23496,0.97269,0.28446,0.06648,0.01901,0.07871
0.01073,37.858,9.4598,40.71479,0.90293,0.22562,0.97106,0.29262,0.07731,0.01932,0.08315
0.01103,42.944,8.8929,40.64474,1.02423,0.2121,0.96939,0.30077,0.09265,0.01919,0.08769
0.01133,34.7,8.5415,40.57297,0.82761,0.20372,0.96768,0.30892,0.07898,0.01944,0.09235
0.01163,40.999,8.0559,40.49949,0.97784,0.19214,0.96593,0.31707,0.0983,0.01932,0.09711
0.01193,34.114,7.4937,40.42434,0.81363,0.17873,0.96413,0.32522,0.08606,0.0189,0.10197
0.01223,40.66,7.3247,40.34752,0.96975,0.1747,0.9623,0.33337,0.10777,0.01942,0.10695
0.01253,41.782,6.9595,40.26906,0.99651,0.16599,0.96043,0.34152,0.11623,0.01936,0.11202
0.01283,38.999,6.6498,40.18898,0.93014,0.1586,0.95852,0.34967,0.11373,0.01939,0.1172
0.01313,38.372,6.4083,40.10729,0.91518,0.15284,0.95657,0.35782,0.11718,0.01957,0.12248
0.01343,40.038,6.0752,40.02402,0.95492,0.1449,0.95459,0.36597,0.1279,0.01941,0.12785
0.01372,40.576,5.9277,39.93918,0.96775,0.14138,0.95256,0.37413,0.13546,0.01979,0.13333
0.01402,37.364,5.6037,39.8528,0.89114,0.13365,0.9505,0.38228,0.13023,0.01953,0.1389
0.01432,35.946,5.4497,39.76489,0.85732,0.12998,0.94841,0.39043,0.13068,0.01981,0.14457
0.01462,41.123,5.2625,39.67548,0.9808,0.12551,0.94627,0.39858,0.15581,0.01994,0.15033
0.01492,40.686,5.0043,39.58458,0.97037,0.11935,0.9441,0.40673,0.16053,0.01974,0.15618
0.01522,36.848,4.9361,39.49221,0.87884,0.11773,0.9419,0.41488,0.15127,0.02026,0.16213
0.01552,38.227,4.6448,39.39839,0.91173,0.11078,0.93966,0.42303,0.16316,0.01982,0.16816
0.01582,43.412,4.5747,39.30314,1.03539,0.10911,0.93739,0.43118,0.1925,0.02029,0.17428
0.01612,35.589,4.4284,39.20649,0.84881,0.10562,0.93509,0.43933,0.16383,0.02039,0.18048
0.01641,39.641,4.284,39.10844,0.94545,0.10217,0.93275,0.44748,0.18932,0.02046,0.18678
0.01671,39.589,4.2161,39.00902,0.94421,0.10056,0.93038,0.45563,0.19602,0.02088,0.19315
0.01701,40.071,4.0006,38.90825,0.95571,0.09542,0.92797,0.46379,0.20557,0.02052,0.1996
0.01731,38.639,4.0424,38.80615,0.92155,0.09641,0.92554,0.47194,0.20525,0.02147,0.20614
0.01761,37.558,3.8507,38.70274,0.89577,0.09184,0.92307,0.48009,0.20646,0.02117,0.21275
0.01791,38.183,3.757,38.59804,0.91068,0.08961,0.92058,0.48824,0.21708,0.02136,0.21944
0.01821,39.898,3.7111,38.49206,0.95158,0.08851,0.91805,0.49639,0.23447,0.02181,0.22621
0.01851,38.844,3.5531,38.38483,0.92644,0.08474,0.91549,0.50454,0.23584,0.02157,0.23305
0.01881,37.002,3.5564,38.27636,0.88251,0.08482,0.9129,0.51269,0.23197,0.0223,0.23996
0.01911,37.105,3.4012,38.16668,0.88497,0.08112,0.91029,0.52084,0.24007,0.02201,0.24694
0.01941,39.13,3.3439,38.0558,0.93326,0.07975,0.90764,0.52899,0.26116,0.02232,0.25399
0.0197,38.451,3.2976,37.94375,0.91707,0.07865,0.90497,0.53714,0.2646,0.02269,0.26111
0.02,37.835,3.2223,37.83054,0.90238,0.07685,0.90227,0.54529,0.26832,0.02285,0.26829
0.0203,37.465,3.2004,37.71619,0.89355,0.07633,0.89954,0.55345,0.2737,0.02338,0.27553
0.0206,37.302,3.0957,37.60072,0.88966,0.07383,0.89679,0.5616,0.28059,0.02329,0.28284
0.0209,36.563,3.0455,37.48416,0.87204,0.07264,0.89401,0.56975,0.28307,0.02358,0.29021
0.0212,38,2.9788,37.36652,0.90631,0.07105,0.8912,0.5779,0.30268,0.02373,0.29763
0.0215,38.466,2.9394,37.24781,0.91743,0.07011,0.88837,0.58605,0.31509,0.02408,0.30512
0.0218,36.773,2.8968,37.12807,0.87705,0.06909,0.88552,0.5942,0.30966,0.02439,0.31265
0.0221,37.834,2.8126,37.00731,0.90235,0.06708,0.88264,0.60235,0.3274,0.02434,0.32024
0.0224,35.481,2.8442,36.88554,0.84623,0.06784,0.87973,0.6105,0.3154,0.02528,0.32789
0.02269,35.347,2.7414,36.76279,0.84304,0.06538,0.8768,0.61865,0.32266,0.02502,0.33558
0.02299,36.038,2.7208,36.63908,0.85952,0.06489,0.87385,0.6268,0.33769,0.02549,0.34332
0.02329,37.938,2.6654,36.51443,0.90483,0.06357,0.87088,0.63496,0.3648,0.02563,0.35111
0.02359,37.569,2.6172,36.38886,0.89603,0.06242,0.86789,0.64311,0.37059,0.02582,0.35895
0.02389,35.882,2.6257,36.26238,0.8558,0.06262,0.86487,0.65126,0.36297,0.02656,0.36682
0.02419,37.085,2.5645,36.13501,0.88449,0.06116,0.86183,0.65941,0.38459,0.0266,0.37474
0.02449,34.179,2.5478,36.00678,0.81518,0.06077,0.85877,0.66756,0.36327,0.02708,0.3827
0.02479,33.64,2.5259,35.87771,0.80232,0.06024,0.85569,0.67571,0.36633,0.02751,0.3907
0.02509,35.535,2.4953,35.7478,0.84752,0.05951,0.8526,0.68386,0.39636,0.02783,0.39873
0.02539,34.922,2.5273,35.6171,0.8329,0.06028,0.84948,0.69201,0.39886,0.02887,0.4068
0.02568,35.418,2.515,35.4856,0.84473,0.05998,0.84634,0.70016,0.41411,0.02941,0.4149
0.02598,34.438,2.6078,35.35333,0.82136,0.0622,0.84319,0.70831,0.41208,0.0312,0.42303
0.02628,36.601,2.5901,35.22032,0.87295,0.06177,0.84002,0.71646,0.4481,0.03171,0.4312
0.02658,35.047,2.6152,35.08658,0.83588,0.06237,0.83683,0.72462,0.43889,0.03275,0.43939
0.02688,35.882,2.6104,34.95213,0.8558,0.06226,0.83362,0.73277,0.45952,0.03343,0.44761
0.02718,34.869,2.609,34.81699,0.83164,0.06223,0.8304,0.74092,0.45653,0.03416,0.45585
0.02748,34.542,2.6436,34.68117,0.82384,0.06305,0.82716,0.74907,0.46226,0.03538,0.46412
0.02778,34.393,2.6139,34.54471,0.82028,0.06234,0.8239,0.75722,0.47034,0.03575,0.47241
0.02808,34.972,2.6403,34.40761,0.83409,0.06297,0.82063,0.76537,0.4886,0.03689,0.48072
