A0A075B706	1	16	IDR
A0A0G2JS06	1	28	IDR
A0A0J9YWL9	1	13	IDR
A0A0J9YWL9	154	993	IDR
A0A1W2PP97	1	41	IDR
A0JD32	1	26	IDR
A6NJR5	1	127	IDR
A6NKQ9	1	54	IDR
A6NKQ9	156	187	IDR
A6NL46	1	340	IDR
A6NNC1	1	897	IDR
A8MV72	1	311	IDR
A8MVM7	1	634	IDR
O14545	135	582	IDR
O15400	1	13	IDR
O15400	122	161	IDR
O15533	1	20	IDR
O43426	986	1573	IDR
O43597	1	167	IDR
P01036	1	27	IDR
P08833	1	25	IDR
P08833	100	133	IDR
P09681	1	57	IDR
P09681	104	153	IDR
P15516	1	51	IDR
P22528	1	89	IDR
P28330	1	40	IDR
P30414	186	1462	IDR
P30837	1	26	IDR
P35269	180	460	IDR
P43694	1	212	IDR
P43694	312	442	IDR
P58005	1	21	IDR
P58005	286	317	IDR
P58499	1	59	IDR
P62310	1	14	IDR
Q00532	310	357	IDR
Q15327	1	48	IDR
Q15327	100	116	IDR
Q16515	1	18	IDR
Q16515	469	512	IDR
Q1RN00	1	199	IDR
Q38SD2	1	64	IDR
Q38SD2	1785	1902	IDR
Q3B8N5	1	404	IDR
Q494V2	1	60	IDR
Q494V2	283	384	IDR
Q494V2	572	611	IDR
Q496Y0	1	74	IDR
Q496Y0	113	151	IDR
Q496Y0	209	222	IDR
Q496Y0	350	461	IDR
Q5JTW2	320	455	IDR
Q5JTW2	544	689	IDR
Q5T0L3	1	167	IDR
Q5T0L3	235	261	IDR
Q5W150	1	140	IDR
Q5XG85	1	94	IDR
Q6NV74	1	962	IDR
Q6ZR08	1	79	IDR
Q6ZR08	165	184	IDR
Q6ZS92	1	163	IDR
Q6ZSR6	1	26	IDR
Q6ZUB0	1	917	IDR
Q7L5A8	1	18	IDR
Q7L5A8	89	110	IDR
Q7RTV3	1	162	IDR
Q7RTV3	290	350	IDR
Q86W34	317	360	IDR
Q86YH2	1	283	IDR
Q86YH2	486	543	IDR
Q8IXZ3	1	334	IDR
Q8IXZ3	433	490	IDR
Q8N1L9	1	46	IDR
Q8N1L9	86	274	IDR
Q8N3C7	347	482	IDR
Q8N3C7	553	626	IDR
Q8N4L1	1	36	IDR
Q8N4L1	73	91	IDR
Q8N4L1	382	468	IDR
Q8N814	1	137	IDR
Q8N976	1	16	IDR
Q8N976	126	141	IDR
Q8N9P0	1	234	IDR
Q8N9W6	1	27	IDR
Q8N9W6	108	283	IDR
Q8NA61	1	157	IDR
Q8NA61	203	353	IDR
Q8NA61	436	448	IDR
Q8NE18	1	40	IDR
Q8NE18	522	718	IDR
Q8NEC7	189	270	IDR
Q8NGL4	1	16	IDR
Q8TAS1	1	13	IDR
Q8TB24	1	44	IDR
Q8TB24	180	582	IDR
Q8TB24	966	985	IDR
Q8TCX5	1	25	IDR
Q8TCX5	367	396	IDR
Q8TCX5	457	494	IDR
Q8TCX5	589	670	IDR
Q8TDV2	1	42	IDR
Q8TER0	1	55	IDR
Q8TER0	1197	1308	IDR
Q8TER0	1390	1413	IDR
Q8WWI1	1	25	IDR
Q8WWI1	214	524	IDR
Q8WWI1	571	710	IDR
Q8WWI1	749	1053	IDR
Q8WWI1	1121	1611	IDR
Q92911	486	519	IDR
Q92911	573	643	IDR
Q969I6	1	83	IDR
Q969I6	256	319	IDR
Q96IV6	1	18	IDR
Q96Q89	1	19	IDR
Q96Q89	197	271	IDR
Q96Q89	479	550	IDR
Q96Q89	785	879	IDR
Q96Q89	1002	1061	IDR
Q96Q89	1254	1278	IDR
Q96Q89	1413	1451	IDR
Q96Q89	1550	1820	IDR
Q9HA64	1	25	IDR
Q9HCU4	1	47	IDR
Q9HCU4	147	202	IDR
Q9HCU4	2189	2238	IDR
Q9HCU4	2621	2923	IDR
Q9NPQ8	1	17	IDR
Q9NPQ8	424	531	IDR
Q9NSY0	1	56	IDR
Q9NSY0	395	415	IDR
Q9NUV9	1	30	IDR
Q9UGC6	1	65	IDR
Q9UJJ9	1	40	IDR
Q9UJJ9	219	305	IDR
Q9UJV8	1	54	IDR
Q9UJV8	135	169	IDR
Q9UJV8	328	347	IDR
Q9UL18	1	20	IDR
Q9UL18	822	857	IDR
Q9UMQ6	1	61	IDR
Q9Y2H8	1	43	IDR
Q9Y2H8	99	402	IDR
Q9Y5Z7	394	592	IDR
A0A075B6V8	1	20	IDR
A0A0B4J200	1	16	IDR
A0A3B3IRS2	1	109	IDR
A0AUZ9	1	219	IDR
A0AUZ9	264	358	IDR
A0AUZ9	429	987	IDR
