A0A021WW32	130	324	IDR
A0A021WW32	441	633	IDR
A0A023GRW4	1	720	IDR
A0A023GRW4	850	879	IDR
A0A023GRW4	1039	1055	IDR
A0A023GRW4	2786	2817	IDR
A0A023GRW4	3094	3124	IDR
A0A023GRW4	3714	3760	IDR
A0A023GRW4	3977	3989	IDR
A0A0B4JCQ5	76	581	IDR
A0A0B4JCQ5	646	756	IDR
A0A0B4JCQ5	993	1088	IDR
A0A0B4JCQ7	74	133	IDR
A0A0B4JCQ7	231	264	IDR
A0A0B4JCQ7	401	537	IDR
A0A0B4JCS1	1	509	IDR
A0A0B4JCS1	574	684	IDR
A0A0B4JCS1	922	1016	IDR
A0A0B4JCU7	1	29	IDR
A0A0B4JCU7	496	542	IDR
A0A0B4JCV4	1	1000	IDR
A0A0B4JCY1	1	161	IDR
A0A0B4JCY1	1030	1099	IDR
A0A0B4JCZ4	1	30	IDR
A0A0B4JD00	76	582	IDR
A0A0B4JD00	645	756	IDR
A0A0B4JD00	1021	1034	IDR
A0A0B4JD03	58	122	IDR
A0A0B4JD03	220	253	IDR
A0A0B4JD03	390	537	IDR
A0A0B4JD07	1	99	IDR
A0A0B4JD07	197	247	IDR
A0A0B4JD07	326	342	IDR
A0A0B4JD07	413	526	IDR
A0A0B4JD07	657	1022	IDR
A0A0B4JD07	1302	1354	IDR
A0A0B4JD27	77	713	IDR
A0A0B4JD27	951	1045	IDR
A0A0B4JD31	76	714	IDR
A0A0B4JD31	979	992	IDR
A0A0B4JD33	1	36	IDR
A0A0B4JD33	111	169	IDR
A0A0B4JD33	268	300	IDR
A0A0B4JD33	437	584	IDR
A0A0B4JD39	116	501	IDR
A0A0B4JD39	565	643	IDR
A0A0B4JD53	1	29	IDR
A0A0B4JD53	494	528	IDR
A0A0B4JD57	1047	1065	IDR
A0A0B4JD57	1243	1262	IDR
A0A0B4JD57	1779	1793	IDR
A0A0B4JD57	1932	1979	IDR
A0A0B4JD64	1	14	IDR
A0A0B4JD64	141	157	IDR
A0A0B4JD64	230	271	IDR
A0A0B4JD64	575	913	IDR
A0A0B4JD82	1	38	IDR
A0A0B4JD82	280	295	IDR
A0A0B4JD82	672	973	IDR
A0A0B4JD82	1166	1182	IDR
